entity,type,year
The Desktop Finance Division,ORG,1996
Microsoft Research,ORG,1996
Company,ORG,1996
The Sales and Support Group,ORG,1996
OEM,ORG,1996
Microsoft,ORG,1996
Other International,ORG,1996
Company,ORG,1996
The Operations Group,ORG,1996
Microsoft Press,ORG,1996
DESKTOP AND BUSINESS SYSTEMS,ORG,1996
The Desktop and Business Systems Division,ORG,1996
Microsoft,ORG,1996
Microsoft,ORG,1996
Microsoft,ORG,1996
MS-DOS,ORG,1996
Intel,ORG,1996
MS-DOS,ORG,1996
WINDOWS,ORG,1996
NTW,ORG,1996
Windows NTW,ORG,1996
Intel,ORG,1996
Alpha AXP,ORG,1996
MIPS,ORG,1996
Intel,ORG,1996
WINDOWS,ORG,1996
Microsoft,ORG,1996
MS-DOS,ORG,1996
WINDOWS,ORG,1996
Microsoft,ORG,1996
IIS,ORG,1996
Microsoft,ORG,1996
Microsoft Index Server,ORG,1996
Microsoft BackOffice,ORG,1996
BackOffice,ORG,1996
Microsoft Exchange Server,ORG,1996
Microsoft,ORG,1996
Microsoft SNA Server,ORG,1996
Microsoft Systems Management Server,ORG,1996
Microsoft,ORG,1996
Company,ORG,1996
OLE,ORG,1996
ActiveX,ORG,1996
Company,ORG,1996
Microsoft Access,ORG,1996
Microsoft FoxPro,ORG,1996
SOFTWARE DEVELOPMENT TOOLS AND COMPUTER,ORG,1996
Company,ORG,1996
Microsoft Visual C++(TM,ORG,1996
Company,ORG,1996
The Microsoft Visual Basic(TM,ORG,1996
Microsoft Access,ORG,1996
ActiveX,ORG,1996
ActiveX,ORG,1996
Company,ORG,1996
ActiveX,ORG,1996
the Microsoft Developer Network,ORG,1996
MSDN,ORG,1996
Microsoft,ORG,1996
Microsoft Merchant Server,ORG,1996
Microsoft,ORG,1996
IIS,ORG,1996
The Consumer Platforms Division,ORG,1996
Broadcast,ORG,1996
Network Multimedia,ORG,1996
Microsoft,ORG,1996
Company,ORG,1996
Broadcast,ORG,1996
NT,ORG,1996
The Consumer Platforms Division,ORG,1996
Softimage,ORG,1996
Softimage,ORG,1996
Softimage,ORG,1996
Softimage,ORG,1996
DIGITAL STUDIO,ORG,1996
Digital Studio,ORG,1996
Digital Studio,ORG,1996
DESKTOP APPLICATIONS SOFTWARE,ORG,1996
The Desktop Applications Division,ORG,1996
Company,ORG,1996
Company,ORG,1996
Macintosh,ORG,1996
MICROSOFT OFFICE,ORG,1996
Microsoft,ORG,1996
Microsoft Office,ORG,1996
OLE,ORG,1996
Microsoft Office,ORG,1996
Microsoft Word,ORG,1996
Microsoft Excel,ORG,1996
Microsoft,ORG,1996
Microsoft,ORG,1996
Bookshelf,ORG,1996
MICROSOFT,ORG,1996
Company,ORG,1996
Microsoft Word,ORG,1996
Microsoft,ORG,1996
MICROSOFT,ORG,1996
Company,ORG,1996
Microsoft Excel,ORG,1996
Microsoft Excel,ORG,1996
Microsoft Excel,ORG,1996
MICROSOFT,ORG,1996
Microsoft PowerPoint,ORG,1996
MICROSOFT,ORG,1996
Microsoft Project,ORG,1996
Company,ORG,1996
Microsoft Works,ORG,1996
Microsoft Publisher,ORG,1996
Microsoft,ORG,1996
Microsoft Works,ORG,1996
Microsoft,ORG,1996
Microsoft,ORG,1996
The Microsoft Interactive Media Division,ORG,1996
The Microsoft Network,ORG,1996
Microsoft,ORG,1996
Microsoft,ORG,1996
Microsoft,ORG,1996
Microsoft Dinosaurs,ORG,1996
Automap Road Atlas,ORG,1996
Microsoft Creative Writer,ORG,1996
Microsoft Fine Artist,ORG,1996
Creative Writer,ORG,1996
Fine Artist,ORG,1996
Company,ORG,1996
ENTERTAINMENT:,ORG,1996
MS-DOS,ORG,1996
Macintosh,ORG,1996
Microsoft Golf,ORG,1996
Microsoft Fury(3,ORG,1996
Microsoft Arcade,ORG,1996
MICROSOFT,ORG,1996
The Microsoft Network,ORG,1996
MSN,ORG,1996
Microsoft,ORG,1996
MSN,ORG,1996
MSN,ORG,1996
The Microsoft Network L.L.C. Microsoft,ORG,1996
"Tele-Communications, Inc.",ORG,1996
TCI,ORG,1996
JOINT VENTURES:,ORG,1996
Microsoft,ORG,1996
DreamWorks Interactive L.L.C.,ORG,1996
DreamWorks SKG,ORG,1996
Microsoft,ORG,1996
MSNBC Cable L.L.C.,ORG,1996
MSNBC Interactive News L.L.C.,ORG,1996
National Broadcasting Company,ORG,1996
NBC,ORG,1996
Company,ORG,1996
the Microsoft Mouse,ORG,1996
Microsoft,ORG,1996
Microsoft,ORG,1996
Company,ORG,1996
Microsoft,ORG,1996
DESKTOP FINANCE,ORG,1996
Microsoft Money,ORG,1996
Microsoft Money,ORG,1996
Microsoft Money,ORG,1996
MICROSOFT PRESS,ORG,1996
Microsoft Press,ORG,1996
Microsoft,ORG,1996
Microsoft Press,ORG,1996
Company,ORG,1996
Microsoft Press,ORG,1996
"Resources, Inc.",ORG,1996
Company,ORG,1996
Microsoft Press,ORG,1996
Microsoft Press,ORG,1996
Microsoft Press,ORG,1996
Microsoft Press,ORG,1996
Central and South America,ORG,1996
Microsoft Press,ORG,1996
Company,ORG,1996
Company,ORG,1996
Microsoft,ORG,1996
Company,ORG,1996
Company,ORG,1996
Company,ORG,1996
Company,ORG,1996
Company,ORG,1996
Company,ORG,1996
Microsoft,ORG,1996
Microsoft,ORG,1996
Microsoft,ORG,1996
Company,ORG,1996
Microsoft,ORG,1996
Company,ORG,1996
Microsoft,ORG,1996
Company,ORG,1996
Company,ORG,1996
Microsoft,ORG,1996
Company,ORG,1996
Microsoft,ORG,1996
OEM,ORG,1996
Microsoft,ORG,1996
Company,ORG,1996
Solution Providers,ORG,1996
Solution Providers,ORG,1996
Company,ORG,1996
OEM,ORG,1996
Microsoft,ORG,1996
Company,ORG,1996
Computer 2000,ORG,1996
Ingram Micro,ORG,1996
Tech Data,ORG,1996
Merisel,ORG,1996
Egghead Software,ORG,1996
Softbank,ORG,1996
Software Spectrum,ORG,1996
Stream International,ORG,1996
Microsoft,ORG,1996
Company,ORG,1996
Microsoft,ORG,1996
Microsoft Select,ORG,1996
Microsoft,ORG,1996
Microsoft,ORG,1996
Solution Providers,ORG,1996
Company,ORG,1996
Microsoft,ORG,1996
Company,ORG,1996
Microsoft Solution Providers,ORG,1996
Microsoft,ORG,1996
The Company's Consulting Services Division,ORG,1996
Company,ORG,1996
Solution Providers,ORG,1996
Microsoft,ORG,1996
Company,ORG,1996
Company,ORG,1996
Company,ORG,1996
Company,ORG,1996
the U.S.,ORG,1996
OEM,ORG,1996
Microsoft,ORG,1996
Company,ORG,1996
Microsoft,ORG,1996
Company,ORG,1996
Company,ORG,1996
Microsoft Mouse,ORG,1996
Natural Keyboard,ORG,1996
Microsoft,ORG,1996
Company,ORG,1996
AST Research,ORG,1996
Acer,ORG,1996
Compaq,ORG,1996
Digital Equipment Corporation,ORG,1996
Dell,ORG,1996
Fujitsu,ORG,1996
Gateway 2000,ORG,1996
Hewlett-Packard,ORG,1996
IBM,ORG,1996
NEC,ORG,1996
Olivetti,ORG,1996
Packard Bell,ORG,1996
Siemens,ORG,1996
Toshiba,ORG,1996
Vobis,ORG,1996
Company,ORG,1996
Company,ORG,1996
Microsoft,ORG,1996
Microsoft,ORG,1996
Company,ORG,1996
Microsoft,ORG,1996
Microsoft,ORG,1996
Microsoft,ORG,1996
Microsoft,ORG,1996
Microsoft,ORG,1996
Company,ORG,1996
Company,ORG,1996
Company,ORG,1996
Microsoft,ORG,1996
Microsoft,ORG,1996
Company,ORG,1996
Microsoft,ORG,1996
Microsoft,ORG,1996
Microsoft KnowledgeBase,ORG,1996
Microsoft,ORG,1996
Microsoft,ORG,1996
MSN,ORG,1996
America Online,ORG,1996
CompuServe,ORG,1996
"GEnie, Prodigy",ORG,1996
Company,ORG,1996
Microsoft TechNet,ORG,1996
Microsoft Developer Network,ORG,1996
Company,ORG,1996
Microsoft Solution Providers,ORG,1996
Microsoft Solution Providers,ORG,1996
Authorized Training Centers,ORG,1996
Microsoft,ORG,1996
Authorized Support Centers,ORG,1996
Microsoft,ORG,1996
Microsoft,ORG,1996
Company,ORG,1996
Microsoft,ORG,1996
Company,ORG,1996
IBM,ORG,1996
Netscape,ORG,1996
Novell,ORG,1996
Oracle,ORG,1996
O'Reilly,ORG,1996
Sun Microsystems,ORG,1996
Apache Group,ORG,1996
the National Center for Supercomputing Applications,ORG,1996
NCSA,ORG,1996
the European Laboratory for Particle Physics,ORG,1996
Microsoft,ORG,1996
IBM,ORG,1996
Apple Computer,ORG,1996
Digital Equipment Corporation,ORG,1996
Hewlett-Packard,ORG,1996
Sun Microsystems,ORG,1996
Microsoft,ORG,1996
IBM,ORG,1996
AT&T,ORG,1996
Hewlett-Packard,ORG,1996
Sun Microsystems,ORG,1996
The Santa Cruz Operation,ORG,1996
Microsoft,ORG,1996
Novell NetWare,ORG,1996
IBM,ORG,1996
Netscape,ORG,1996
Netscape,ORG,1996
Microsoft,ORG,1996
IBM,ORG,1996
DEC,ORG,1996
Hewlett-Packard,ORG,1996
Sun Microsystems,ORG,1996
Software,ORG,1996
Oracle,ORG,1996
Sybase,ORG,1996
Informix,ORG,1996
Company,ORG,1996
IBM,ORG,1996
Company,ORG,1996
Company,ORG,1996
IBM,ORG,1996
Lotus,ORG,1996
Oracle,ORG,1996
Apple,ORG,1996
Claris,ORG,1996
Corel,ORG,1996
IBM,ORG,1996
Corel,ORG,1996
IBM,ORG,1996
Apple,ORG,1996
Microsoft,ORG,1996
Microsoft,ORG,1996
MSN,ORG,1996
America Online,ORG,1996
CompuServe,ORG,1996
MSN,ORG,1996
the World Wide Web,ORG,1996
Interactive Media,ORG,1996
Intuit,ORG,1996
Broderbund,ORG,1996
Electronic Arts,ORG,1996
The Learning Company,ORG,1996
CUC International,ORG,1996
Sierra,ORG,1996
Davidson Associates,ORG,1996
Dorling Kindersley,ORG,1996
Disney,ORG,1996
Lucas Arts,ORG,1996
Nintendo,ORG,1996
Sega,ORG,1996
Company,ORG,1996
MSNBC,ORG,1996
CNN,ORG,1996
Fox,ORG,1996
MSNBC,ORG,1996
Company,ORG,1996
Borland,ORG,1996
Sun Microsystems,ORG,1996
Sybase,ORG,1996
Symantec,ORG,1996
Company,ORG,1996
Company,ORG,1996
Company,ORG,1996
Microsoft,ORG,1996
Company,ORG,1996
Company,ORG,1996
Company,ORG,1996
Company,ORG,1996
Company,ORG,1996
Company,ORG,1996
Company,ORG,1996
Company,ORG,1996
Company,ORG,1996
Company,ORG,1996
Company,ORG,1996
Company,ORG,1996
Legal Proceedings,ORG,1996
the Antitrust Division,ORG,1996
the U.S. Department of Justice,ORG,1996
Microsoft,ORG,1996
Microsoft Corporation,ORG,1997
"the ""Company""",ORG,1997
Microsoft,ORG,1997
Microsoft,ORG,1997
Company,ORG,1997
Microsoft,ORG,1997
Microsoft,ORG,1997
Company,ORG,1997
the Product Group,ORG,1997
the Sales and Support Group,ORG,1997
the Operations Group,ORG,1997
The Platforms Product Group,ORG,1997
The Personal Systems Division,ORG,1997
The Business Systems Division,ORG,1997
The Internet Client and Collaboration Division,ORG,1997
The Developer Tools Division,ORG,1997
The Consumer Platforms Division,ORG,1997
The Applications and Content Product Group,ORG,1997
The Desktop Applications Division,ORG,1997
Interactive Media,ORG,1997
MSN,ORG,1997
The Desktop Finance Division,ORG,1997
The Input Device Division,ORG,1997
Microsoft,ORG,1997
Company,ORG,1997
The Sales and Support Group,ORG,1997
OEM,ORG,1997
Microsoft,ORG,1997
Other International,ORG,1997
Company,ORG,1997
The Operations Group,ORG,1997
Microsoft Press,ORG,1997
The Personal Systems Division,ORG,1997
Microsoft,ORG,1997
Microsoft,ORG,1997
Company,ORG,1997
Intel,ORG,1997
MS-DOS,ORG,1997
WINDOWS,ORG,1997
Intel,ORG,1997
Alpha AXP,ORG,1997
Intel,ORG,1997
Microsoft,ORG,1997
MS-DOS,ORG,1997
The Business Systems Division,ORG,1997
Microsoft,ORG,1997
WINDOWS,ORG,1997
Microsoft,ORG,1997
Microsoft,ORG,1997
MICROSOFT BACKOFFICE,ORG,1997
Microsoft BackOffice,ORG,1997
BackOffice,ORG,1997
Microsoft Exchange Server,ORG,1997
Microsoft,ORG,1997
Microsoft Proxy Server,ORG,1997
Microsoft SNA Server,ORG,1997
Microsoft Systems Management Server,ORG,1997
Company,ORG,1997
Company,ORG,1997
Microsoft Site Server,ORG,1997
Microsoft Transaction Server,ORG,1997
The Internet Client and Collaboration Division,ORG,1997
Microsoft,ORG,1997
Company,ORG,1997
OLE,ORG,1997
ActiveX,ORG,1997
The Developer Tools Division,ORG,1997
SOFTWARE DEVELOPMENT TOOLS AND COMPUTER,ORG,1997
Company,ORG,1997
Microsoft Visual C++(R,ORG,1997
Company,ORG,1997
Microsoft,ORG,1997
Microsoft Access,ORG,1997
ActiveX,ORG,1997
Microsoft Visual J++(TM,ORG,1997
ActiveX,ORG,1997
Company,ORG,1997
ActiveX,ORG,1997
the Microsoft Developer Network,ORG,1997
MSDN,ORG,1997
The Consumer Platforms Division,ORG,1997
Broadcast,ORG,1997
NON-PC DEVICES,ORG,1997
Microsoft,ORG,1997
"WebTV Networks, Inc.",ORG,1997
The Consumer Platforms Division,ORG,1997
Softimage,ORG,1997
Softimage,ORG,1997
Softimage,ORG,1997
Softimage,ORG,1997
The Desktop Applications Division,ORG,1997
Company,ORG,1997
Company,ORG,1997
Macintosh,ORG,1997
MICROSOFT OFFICE,ORG,1997
Microsoft Office,ORG,1997
Microsoft Office,ORG,1997
Microsoft Office,ORG,1997
Microsoft Office,ORG,1997
Microsoft,ORG,1997
HTML,ORG,1997
Office,ORG,1997
ActiveX,ORG,1997
Microsoft Word,ORG,1997
Microsoft Excel,ORG,1997
Microsoft,ORG,1997
Microsoft,ORG,1997
Microsoft Access,ORG,1997
Microsoft,ORG,1997
Microsoft Home,ORG,1997
MICROSOFT,ORG,1997
Company,ORG,1997
Microsoft Word,ORG,1997
Microsoft,ORG,1997
MICROSOFT,ORG,1997
Company,ORG,1997
Microsoft Excel,ORG,1997
Microsoft Excel,ORG,1997
Microsoft Excel,ORG,1997
MICROSOFT POWERPOINT,ORG,1997
Microsoft PowerPoint,ORG,1997
MICROSOFT,ORG,1997
Microsoft Access,ORG,1997
MICROSOFT,ORG,1997
Microsoft Outlook,ORG,1997
MICROSOFT,ORG,1997
Microsoft Project,ORG,1997
Company,ORG,1997
Microsoft Works,ORG,1997
Microsoft Publisher,ORG,1997
Microsoft,ORG,1997
Microsoft Works,ORG,1997
Microsoft Publisher,ORG,1997
Microsoft,ORG,1997
The Interactive Media Division,ORG,1997
The Microsoft Network,ORG,1997
Microsoft,ORG,1997
Microsoft Bookshelf,ORG,1997
Microsoft,ORG,1997
Microsoft Dinosaurs,ORG,1997
Microsoft Creative Writer,ORG,1997
Company,ORG,1997
Scholastic,ORG,1997
The Magic  School Bus,ORG,1997
Company,ORG,1997
Macintosh,ORG,1997
Microsoft Golf,ORG,1997
INTERACTIVE SERVICE MEDIA,ORG,1997
Microsoft,ORG,1997
Sidewalk,ORG,1997
Microsoft Expedia(TM,ORG,1997
the World Wide Web,ORG,1997
MSN,ORG,1997
Expedia,ORG,1997
Expedia,ORG,1997
Expedia,ORG,1997
MICROSOFT,ORG,1997
MSN,ORG,1997
MSN,ORG,1997
Microsoft,ORG,1997
JOINT VENTURES,ORG,1997
Company,ORG,1997
Microsoft,ORG,1997
DreamWorks Interactive L.L.C.,ORG,1997
DreamWorks SKG,ORG,1997
Microsoft,ORG,1997
MSNBC Cable L.L.C.,ORG,1997
MSNBC Interactive News L.L.C.,ORG,1997
National Broadcasting Company,ORG,1997
NBC,ORG,1997
Microsoft Money,ORG,1997
Microsoft Money,ORG,1997
Microsoft Investor,ORG,1997
Company,ORG,1997
the Microsoft Mouse,ORG,1997
Microsoft,ORG,1997
Microsoft,ORG,1997
Company,ORG,1997
Microsoft,ORG,1997
Keyboard,ORG,1997
Microsoft,ORG,1997
MICROSOFT,ORG,1997
Microsoft Press,ORG,1997
Microsoft,ORG,1997
Microsoft Press,ORG,1997
Company,ORG,1997
Microsoft Press,ORG,1997
"Resources, Inc.",ORG,1997
Company,ORG,1997
Microsoft,ORG,1997
Microsoft,ORG,1997
Microsoft Press,ORG,1997
Microsoft Press,ORG,1997
Central and South America,ORG,1997
Microsoft Press,ORG,1997
Java,ORG,1997
Company,ORG,1997
Company,ORG,1997
Microsoft,ORG,1997
Company,ORG,1997
Company,ORG,1997
Company,ORG,1997
Company,ORG,1997
Company,ORG,1997
Company,ORG,1997
Microsoft,ORG,1997
Microsoft,ORG,1997
Microsoft,ORG,1997
Company,ORG,1997
OEM,ORG,1997
Microsoft,ORG,1997
Company,ORG,1997
Microsoft,ORG,1997
Company,ORG,1997
Company,ORG,1997
MARKETING AND DISTRIBUTION - --------------------------------------------------------------------------------,ORG,1997
Microsoft,ORG,1997
Company,ORG,1997
Microsoft,ORG,1997
OEM,ORG,1997
Microsoft,ORG,1997
Microsoft,ORG,1997
Company,ORG,1997
Solution Providers,ORG,1997
Solution Providers,ORG,1997
Microsoft Windows,ORG,1997
BackOffice,ORG,1997
Company,ORG,1997
Company,ORG,1997
CHS Electronics,ORG,1997
Computer 2000,ORG,1997
Ingram Micro,ORG,1997
Softbank,ORG,1997
Tech Data,ORG,1997
Merisel,ORG,1997
Software Spectrum,ORG,1997
Stream International,ORG,1997
Microsoft,ORG,1997
Microsoft Select,ORG,1997
Microsoft,ORG,1997
Microsoft,ORG,1997
Solution Providers,ORG,1997
Company,ORG,1997
Microsoft,ORG,1997
Company,ORG,1997
Microsoft Solution Providers,ORG,1997
Microsoft,ORG,1997
The Company's Consulting Services Division,ORG,1997
Company,ORG,1997
Solution Providers,ORG,1997
Company,ORG,1997
Company,ORG,1997
Company,ORG,1997
OEM,ORG,1997
Microsoft,ORG,1997
Microsoft,ORG,1997
Company,ORG,1997
Company,ORG,1997
Company,ORG,1997
Microsoft Mouse,ORG,1997
Natural Keyboard,ORG,1997
Microsoft,ORG,1997
Company,ORG,1997
AST Research,ORG,1997
Acer,ORG,1997
Compaq,ORG,1997
Digital Equipment Corporation,ORG,1997
Dell,ORG,1997
Fujitsu,ORG,1997
Gateway 2000,ORG,1997
Hewlett-Packard,ORG,1997
IBM,ORG,1997
NEC,ORG,1997
Packard Bell,ORG,1997
Siemens,ORG,1997
Toshiba,ORG,1997
Vobis,ORG,1997
Company,ORG,1997
Company,ORG,1997
Microsoft,ORG,1997
Company,ORG,1997
Microsoft,ORG,1997
Company,ORG,1997
Microsoft,ORG,1997
Microsoft,ORG,1997
Microsoft,ORG,1997
Company,ORG,1997
Company,ORG,1997
Company,ORG,1997
Microsoft,ORG,1997
Company,ORG,1997
Microsoft,ORG,1997
Microsoft,ORG,1997
Microsoft,ORG,1997
KnowledgeBase,ORG,1997
Microsoft,ORG,1997
Microsoft,ORG,1997
MSN,ORG,1997
America Online,ORG,1997
CompuServe,ORG,1997
Microsoft TechNet,ORG,1997
Microsoft Developer Network,ORG,1997
Company,ORG,1997
Microsoft Solution Providers,ORG,1997
Microsoft Solution Providers,ORG,1997
Authorized Training Centers,ORG,1997
Microsoft,ORG,1997
Authorized Support Centers,ORG,1997
Microsoft,ORG,1997
Microsoft,ORG,1997
Company,ORG,1997
Microsoft,ORG,1997
Microsoft,ORG,1997
IBM,ORG,1997
Apple Computer,ORG,1997
Digital Equipment Corporation,ORG,1997
Hewlett-Packard,ORG,1997
Sun Microsystems,ORG,1997
Microsoft,ORG,1997
IBM,ORG,1997
AT&T,ORG,1997
Packard,ORG,1997
Sun,ORG,1997
The Santa Cruz Operation,ORG,1997
Microsoft,ORG,1997
Novell,ORG,1997
IBM,ORG,1997
IBM,ORG,1997
Netscape,ORG,1997
IBM,ORG,1997
Sun,ORG,1997
Company,ORG,1997
IBM,ORG,1997
Digital Equipment,ORG,1997
Hewlett-Packard,ORG,1997
Sun,ORG,1997
Software,ORG,1997
Oracle,ORG,1997
IBM,ORG,1997
Computer Associates,ORG,1997
Sybase,ORG,1997
Informix,ORG,1997
Company,ORG,1997
IBM,ORG,1997
Company,ORG,1997
DESKTOP APPLICATIONS,ORG,1997
Company,ORG,1997
IBM,ORG,1997
Lotus,ORG,1997
Oracle,ORG,1997
Apple,ORG,1997
Claris,ORG,1997
Corel,ORG,1997
IBM,ORG,1997
Corel,ORG,1997
IBM,ORG,1997
Apple,ORG,1997
Microsoft,ORG,1997
Company,ORG,1997
Borland,ORG,1997
Macromedia,ORG,1997
Oracle,ORG,1997
Sun,ORG,1997
Sybase,ORG,1997
Symantec,ORG,1997
Company,ORG,1997
MSNBC,ORG,1997
CNN,ORG,1997
Fox News Network,ORG,1997
MSNBC,ORG,1997
Apple,ORG,1997
Motorola,ORG,1997
3Com,ORG,1997
Company,ORG,1997
Sun,ORG,1997
Oracle,ORG,1997
NetChannel,ORG,1997
Company,ORG,1997
IBM,ORG,1997
Netscape,ORG,1997
Novell,ORG,1997
Oracle,ORG,1997
Sun,ORG,1997
Netscape,ORG,1997
Lycos,ORG,1997
Yahoo,ORG,1997
Infoseek,ORG,1997
CitySearch,ORG,1997
Microsoft,ORG,1997
MSN,ORG,1997
America Online,ORG,1997
CompuServe,ORG,1997
America Online,ORG,1997
MSN,ORG,1997
the World Wide Web,ORG,1997
Company,ORG,1997
Interactive Media,ORG,1997
Intuit,ORG,1997
Broderbund,ORG,1997
Electronic Arts,ORG,1997
The Learning Company (,ORG,1997
MECC,ORG,1997
CUC International,ORG,1997
Sierra,ORG,1997
Davidson Associates,ORG,1997
Dorling Kindersley,ORG,1997
Disney,ORG,1997
Lucas Arts,ORG,1997
Nintendo,ORG,1997
Sony,ORG,1997
Sega,ORG,1997
Microsoft,ORG,1997
IBM,ORG,1997
Sun,ORG,1997
Oracle,ORG,1997
Netscape,ORG,1997
Company,ORG,1997
Company,ORG,1997
Company,ORG,1997
Microsoft,ORG,1997
Company,ORG,1997
Company,ORG,1997
Company,ORG,1997
Company,ORG,1997
Company,ORG,1997
The Company,ORG,1997
Company,ORG,1997
Company,ORG,1997
Company,ORG,1997
Company,ORG,1997
Company,ORG,1997
Company,ORG,1997
Legal Proceedings,ORG,1997
Microsoft Corporation,ORG,1998
"the ""Company""",ORG,1998
Microsoft,ORG,1998
Microsoft,ORG,1998
Company,ORG,1998
Microsoft Network,ORG,1998
Microsoft,ORG,1998
Microsoft,ORG,1998
Company,ORG,1998
the Product Group,ORG,1998
the Sales and Support Group,ORG,1998
the Operations Group,ORG,1998
The Platforms and Applications Product Group,ORG,1998
The Platforms Group,ORG,1998
The Applications and Tools Group,ORG,1998
The Consumer Platforms Group,ORG,1998
The Interactive Media Product Group,ORG,1998
Interactive Media,ORG,1998
MSN,ORG,1998
The Desktop Finance Division,ORG,1998
The Hardware Division,ORG,1998
Microsoft,ORG,1998
Company,ORG,1998
The Sales and Support Group,ORG,1998
OEM,ORG,1998
Microsoft,ORG,1998
Company,ORG,1998
The Operations Group,ORG,1998
Microsoft Press,ORG,1998
The Platforms Group,ORG,1998
Microsoft,ORG,1998
COM,ORG,1998
COM,ORG,1998
Universal Serial Bus,ORG,1998
USB,ORG,1998
Company,ORG,1998
Intel,ORG,1998
Microsoft,ORG,1998
MS-DOS,ORG,1998
Intel,ORG,1998
Alpha AXP,ORG,1998
Microsoft Windows NT,ORG,1998
Microsoft,ORG,1998
Microsoft,ORG,1998
Microsoft Transaction Server,ORG,1998
The Applications and Tools Group,ORG,1998
Desktop Applications,ORG,1998
The Desktop Applications Division,ORG,1998
Company,ORG,1998
Company,ORG,1998
Macintosh,ORG,1998
Microsoft Office,ORG,1998
Microsoft Office,ORG,1998
Microsoft Office,ORG,1998
Microsoft Office,ORG,1998
Microsoft Office,ORG,1998
Microsoft,ORG,1998
HTML,ORG,1998
Office,ORG,1998
Microsoft Word,ORG,1998
Microsoft Excel,ORG,1998
Microsoft,ORG,1998
Microsoft,ORG,1998
Microsoft Access,ORG,1998
Microsoft,ORG,1998
Microsoft Home,ORG,1998
Microsoft Word,ORG,1998
Company,ORG,1998
Microsoft Word,ORG,1998
Microsoft,ORG,1998
Microsoft Excel,ORG,1998
Company,ORG,1998
Microsoft Excel,ORG,1998
Microsoft Excel,ORG,1998
Microsoft Excel,ORG,1998
Microsoft PowerPoint,ORG,1998
Microsoft PowerPoint,ORG,1998
Microsoft Access,ORG,1998
Microsoft Access,ORG,1998
Microsoft Outlook,ORG,1998
Company,ORG,1998
Microsoft Outlook,ORG,1998
Microsoft Exchange Server,ORG,1998
Microsoft Project,ORG,1998
Microsoft Project,ORG,1998
Productivity Products,ORG,1998
Company,ORG,1998
Microsoft,ORG,1998
Microsoft,ORG,1998
Server Applications,ORG,1998
Microsoft,ORG,1998
BackOffice,ORG,1998
Microsoft,ORG,1998
BackOffice Small Business Server,ORG,1998
Microsoft Exchange Server,ORG,1998
Company,ORG,1998
Microsoft Exchange Server,ORG,1998
Exchange Server,ORG,1998
Microsoft SQL Server,ORG,1998
Microsoft,ORG,1998
Microsoft Proxy Server,ORG,1998
Microsoft SNA Server,ORG,1998
Microsoft Systems Management Server,ORG,1998
Microsoft Site Server,ORG,1998
Microsoft Site Server Commerce,ORG,1998
The Developer Tools Division,ORG,1998
Software,ORG,1998
Company,ORG,1998
Microsoft Visual C++(R,ORG,1998
Company,ORG,1998
Microsoft,ORG,1998
Microsoft Access,ORG,1998
ActiveX,ORG,1998
The Visual InterDev(TM,ORG,1998
HTML,ORG,1998
Microsoft Visual J++(TM,ORG,1998
Java,ORG,1998
ActiveX,ORG,1998
Microsoft Visual,ORG,1998
Visual Basic,ORG,1998
Visual C++,ORG,1998
Visual InterDev,ORG,1998
Company,ORG,1998
